source_id,source_type,publisher,title,url,published_date,accessed_at,reliability,allowed_use,notes
src_vienna_longhui_death,official_news,Vienna Zoo,Panda-Mannchen Long Hui verstorben,https://www.zoovienna.at/news/panda-mannchen-long-hui-verstorben/,2016-12-09,2026-05-10,primary_fact,profile_facts_only,Official Vienna Zoo death notice for male Long Hui with 2016-12-09 death during emergency examination after tumor discovery.
src_vienna_longhui_necropsy,official_news,Vienna Zoo,Long Hui hatte Gallengangskarzinom,https://www.zoovienna.at/news/long-hui-hatte-gallengangskarzinom/,2016-12-28,2026-05-10,primary_fact,profile_facts_only,Official Vienna Zoo necropsy follow-up confirming Long Hui died on 2016-12-09 after aggressive cholangiocarcinoma and multi-organ failure.
src_toronto_twins_birthday,official_news,Toronto Zoo,Jia Panpan and Jia Yueyue second birthday celebration,https://www.torontozoo.com/press/2017/%21newsite.asp?pg=20171013,2017-10-13,2026-05-09,primary_fact,profile_facts_only,"Jia Panpan and Jia Yueyue birth date, parents, and Toronto/Calgary move context."
src_calgary_pandas_return,official_video,Calgary Zoo,Farewell to Da Mao and Er Shun,https://www.youtube.com/watch?v=VLMR_ImMjL8,2020-11-30,2026-05-09,primary_fact,profile_facts_only,Da Mao and Er Shun arrived safely home in China in 2020.
src_gpg_calgary_profiles,secondary_database,Giant Panda Global,Calgary Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/calgary-zoo,,2026-05-09,secondary_confirmation,profile_facts_only,"Birth dates for Er Shun, Da Mao, Jia Panpan, and Jia Yueyue; needs official primary confirmation."
src_gpg_copenhagen_profiles,secondary_database,Giant Panda Global,Zoo Copenhagen giant pandas,https://www.giantpandaglobal.com/en/zoo/zoo-kobenhavn,,2026-05-09,secondary_confirmation,profile_facts_only,Birth dates and current Copenhagen Zoo status for Xing Er and Mao Sun; needs official primary confirmation.
src_copenhagen_2025_mating_attempt,official_news,Copenhagen Zoo,Ærgerlige dyrepassere om parringsforsøg: Måtte stoppe mens stemningen var god,https://www.zoo.dk/nyheder/aergerlige-dyrepassere-om-parringsforsoeg-maatte-stoppe-mens-stemningen-var-god,2025-04-11,2026-05-10,primary_fact,profile_facts_only,Official Copenhagen Zoo article confirming Mao Sun and Xing Er as the female/male panda pair and documenting the 2025 breeding-season introduction.
src_gpg_ouwehands_profiles,secondary_database,Giant Panda Global,Ouwehands Dierenpark giant pandas,https://www.giantpandaglobal.com/en/zoo/ouwehands-dierenpark-rhenen,,2026-05-10,secondary_confirmation,profile_facts_only,"Ouwehands current and previous panda list with Xing Ya, Wu Wen, Lang Yue, and Fan Xing dates; use as secondary confirmation."
src_mandai_giant_panda_profile,official_profile,Mandai Wildlife Group,Giant Panda - River Wonders,https://www.mandai.com/en/river-safari/animals-and-zones/giant-panda.html,,2026-05-10,primary_fact,profile_facts_only,"Kai Kai, Jia Jia, and Singapore-born Le Le context."
src_mandai_lele_name,official_news,Mandai Wildlife Group,First giant panda cub born in Singapore named Le Le,https://www.mandai.com/en/about-mandai/media-centre/wildlife-reserves-singapore-partners-with-local-tertiary-institu2.html,2021-12-29,2026-05-10,primary_fact,profile_facts_only,"Le Le name, birth context, and public debut timing."
src_mandai_lele_return,official_news,Mandai Wildlife Group,Giant Panda cub Le Le to return to China in January 2024,https://www.mandai.com/en/about-mandai/media-centre/Giant-Panda-cub-Le-Le-to-return-to-China-in-January-2024.html,2023-11-12,2026-05-10,primary_fact,profile_facts_only,Le Le return date and quarantine/farewell context.
src_macao_kai_birthday,government_media,Macao SAR Government,Kai Kai celebrates first birthday in Macao,https://www.gov.mo/en/news/59937/,2015-08-24,2026-05-10,primary_fact,profile_facts_only,Kai Kai and Xin Xin birthday context and 2015 Macao status.
src_macao_twins_birth,government_media,Macao SAR Government,Macao newborn twin giant panda cubs reach one-month anniversary,https://www.gov.mo/en/news/62252/,2016-07-27,2026-05-10,primary_fact,profile_facts_only,"Macao twin male cubs birth date, parents, and birth weights."
src_macao_happy_family_2023,government_media,Macao SAR Government,Recent status of Happy Family of giant pandas,https://www.gov.mo/en/news/310631/,2023-07-28,2026-05-10,primary_fact,profile_facts_only,"Jian Jian, Kang Kang, and Xin Xin birthday dates."
src_macao_shuxiang_return,government_media,Macao SAR Government,Giant panda Shu Xiang to return to mainland on Sunday,https://www.gov.mo/en/news/58900/,2015-11-26,2026-05-10,primary_fact,profile_facts_only,Shu Xiang return to Chengdu after earlier Macao female died.
src_taipei_tuantuan_yuanyuan_intro,official_news,Taipei Zoo,大貓熊達人看團團、圓圓,https://www.zoo.gov.taipei/ct.asp?ctNode=22735&mp=104031&xItem=951636,2009-02-20,2026-05-10,primary_fact,profile_facts_only,"Tuan Tuan and Yuan Yuan birth dates, origin, and parent context."
src_taipei_yuanzai_birth,official_news,Taipei Zoo,大貓熊寶寶-乳名圓仔,https://www.zoo.gov.taipei/News_Content.aspx?n=BD065B2FA7782989&s=C4394C76364D2A5C&sms=72544237BBE4C5F6,2013-07-10,2026-05-10,primary_fact,profile_facts_only,Yuan Zai newborn context and birth weight.
src_taipei_yuanbao_birth,official_news,Taipei Zoo,Yuan Zai promoted to elder sister after Yuan Yuan gives birth,https://english.zoo.gov.taipei/News_Content.aspx?n=C9FB393E85F4A2B6&s=853ABA98EA3FCC79&sms=DFFA119D1FD5602C,2020-06-29,2026-05-10,primary_fact,profile_facts_only,Yuan Bao birth time and Yuan Yuan mother context.
src_taipei_tuantuan_death,official_news,Taipei Zoo,大貓熊團團病理解剖報告出爐,https://www.zoo.gov.taipei/News_Content.aspx?n=BD065B2FA7782989&s=A7C5AC279D9A82E2&sms=72544237BBE4C5F6,2022-12-19,2026-05-10,primary_fact,profile_facts_only,Tuan Tuan death date and pathology context.
src_ecns_malaysia_adults_return,newswire,ECNS,Giant pandas Fu Wa and Feng Yi return to China from Malaysia,https://www.ecns.cn/m/news/cns-wire/2025-05-19/detail-ihernfey9441994.shtml,2025-05-19,2026-05-10,primary_fact,profile_facts_only,Fu Wa/Xing Xing and Feng Yi/Liang Liang return plus cub list.
src_bernama_yiyi_shengyi_return,newswire,Bernama,Panda cubs Yi Yi and Sheng Yi to return to China on Aug 29,https://www.bernama.com/en/news.php?id=2219571,2023-08-25,2026-05-10,primary_fact,profile_facts_only,Malaysia-born cub birth dates and return date.
src_xinhua_taman_safari_caitao,newswire,Xinhua,Giant panda Cai Tao seen at Taman Safari Bogor of Indonesia,https://english.news.cn/asiapacific/20220121/4a17211f92e04056944f46311600b01c/c.html,2022-01-21,2026-05-10,primary_fact,profile_facts_only,Cai Tao and Hu Chun Taman Safari status since 2017.
src_gpg_taman_safari_profiles,secondary_database,Giant Panda Global,Taman Safari Indonesia panda profiles,https://www.giantpandaglobal.com/en/pandas/taman-safari-indonesia/hu-chun-322,,2026-05-10,secondary_confirmation,profile_facts_only,Cai Tao and Hu Chun birth dates and arrival context; needs primary confirmation.
src_ap_indonesia_rio_birth,newswire,Associated Press,The first giant panda cub born in Indonesia,https://apnews.com/article/b78e0f1710e433c0dea06239eb9c6e50,2025-12-08,2026-05-10,secondary_confirmation,profile_facts_only,"Satrio Wiratama/Rio birth date, parents, and early status; needs official park source."
src_setneg_satrio_wiratama_birth,government_media,Sekretariat Negara RI,"Presiden Prabowo Beri Nama Bayi Panda: Satrio Wiratama, Simbol Keberanian dan Kemuliaan",https://www.setneg.go.id/baca/index/presiden_prabowo_beri_nama_bayi_panda_satrio_wiratama_simbol_keberanian_dan_kemuliaan,2025-12-04,2026-05-10,primary_fact,profile_facts_only,"Official Indonesian presidential-secretariat source for Satrio Wiratama/Rio name, birth time, parents, and early sex assessment."
src_taman_safari_satrio_birth_2026,official_news,Taman Safari Indonesia,Indonesia Announces Birth of First Giant Panda Cub at Taman Safari,https://www.globenewswire.com/news-release/2026/03/31/3265702/0/en/Indonesia-Announces-Birth-of-First-Giant-Panda-Cub-at-Taman-Safari.html,2026-03-31,2026-05-11,primary_fact,profile_facts_only,"Taman Safari press release confirming Indonesia's first giant panda cub, born 2025-11-27, named Satrio Wiratama, with mother Hu Chun and healthy early development."
src_gpg_meet_world_page_20,secondary_database,Giant Panda Global,Meet the giant pandas around the world page 20,https://www.giantpandaglobal.com/en/meet-the-giant-pandas-around-the-world/?pagina=20,,2026-05-10,secondary_confirmation,profile_facts_only,Current captured listing includes Satrio Wiratama and 2025 Shanghai twins; GPG Shanghai twin dates conflict with official Shanghai sources.
src_china_consulate_linhui_death,government_media,Chinese Consulate-General in Chiang Mai,Giant Panda Lin Hui in Chiang Mai Passed Away,https://chiangmai.china-consulate.gov.cn/eng/whjy/202304/t20230419_11061739.htm,2023-04-19,2026-05-10,primary_fact,profile_facts_only,"Lin Hui death date, birth month, and Chiang Mai arrival."
src_chinaorg_linbing_name,government_media,China.org.cn / Xinhua,New-born giant panda in Thailand named Lin Bing,https://www.china.org.cn/environment/news/2009-08/10/content_18310990.htm,2009-08-10,2026-05-10,primary_fact,profile_facts_only,"Lin Bing birth date, parents, and name selection."
src_gpg_chiangmai_profiles,secondary_database,Giant Panda Global,Chiang Mai Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/chiang-mai-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,"Chuang Chuang, Lin Hui, and Lin Bing profile dates; used as secondary."
src_visitqatar_panda_house,official_tourism,Visit Qatar,Panda Park Al Khor Panda House,https://visitqatar.com/intl-en/things-to-do/family-break/parks/panda-park,,2026-05-10,primary_fact,profile_facts_only,"Suhail and Thuraya birth dates, origins, and Qatar arrival."
src_yle_finland_return,newswire,Yle News,Lumi and Pyry return to China,https://yle.fi/a/74-20126737,2024-11-23,2026-05-10,primary_fact,profile_facts_only,Lumi and Pyry return to China and health check context.
src_ap_finland_return,newswire,Associated Press,A zoo in Finland is returning giant pandas to China,https://apnews.com/article/449b913189d85e7fef7ded9897db7f9d,2024-09-25,2026-05-10,secondary_confirmation,profile_facts_only,Lumi/Pyry names and return decision background.
src_ahtari_snowpanda_house,official_profile,Ahtari Zoo,Snowpanda House,https://ahtarizoo.fi/en/snowpanda-house/,,2026-05-10,primary_fact,profile_facts_only,"Official Ahtari Zoo visitor page for the Snowpanda House, naming the panda pair Lumi and Pyry and their private living areas."
src_sedema_xinxin_34,government_media,SEDEMA CDMX,La panda gigante Xin Xin celebra 34 anos,https://sedema.cdmx.gob.mx/comunicacion/nota/la-panda-gigante-xin-xin-embajadora-de-la-vida-silvestre-de-chapultepec-celebra-34-anos-de-existencia,2024-06-30,2026-05-10,primary_fact,profile_facts_only,"Xin Xin age, current Chapultepec status, and birthday."
src_sedema_xinxin_shuanshuan_care,government_media,SEDEMA CDMX,El privilegio de ver crecer y cuidar a las pandas de Chapultepec,https://www.sedema.cdmx.gob.mx/comunicacion/nota/el-privilegio-de-ver-crecer-y-cuidar-las-pandas-de-chapultepec,2019-05-07,2026-05-10,primary_fact,profile_facts_only,Xin Xin and Shuan Shuan caretaker context and parent references.
src_sedema_pandas_birthdays_2019,government_media,SEDEMA CDMX,Llegan los primeros regalos para las pandas gigantes de Chapultepec,https://www.sedema.cdmx.gob.mx/comunicacion/nota/llegan-los-primeros-regalos-para-las-pandas-gigantes-de-chapultepec,2019-06-03,2026-05-10,primary_fact,profile_facts_only,Xin Xin and Shuan Shuan birthday dates and ages.
src_gpg_chapultepec_profiles,secondary_database,Giant Panda Global,Chapultepec Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/chapultepec-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Chapultepec historical panda list and dates; use for discovery and secondary confirmation.
src_cctv_hangzhou_deaths_2026,government_media,CCTV,大熊猫半半香果因病救治无效死亡 杭州两家动物园被调查,https://news.cctv.cn/2026/02/28/ARTIjmYUHFAt7eRuYA2RQGXr260228.shtml,2026-02-28,2026-05-10,primary_fact,profile_facts_only,"Official joint notice via CCTV: Ban Ban died 2026-02-09, Xiang Guo died 2026-02-10, and Yi Yi/Chun Sheng were returned to panda bases."
src_gpg_hangzhou_deaths_2026,secondary_database,Giant Panda Global,2 giant pandas died in Hangzhou,https://www.giantpandaglobal.com/en/news/2-giant-pandas-died-in-hangzhou-2026-02-28,2026-02-28,2026-05-10,secondary_confirmation,profile_facts_only,Hangzhou death notice plus related panda birth dates and remaining-panda return context.
src_shanghai_twins_birth_2025,government_media,Shanghai Municipal Government,Shanghai Wild Animal Park welcomes newborn panda twins,https://english.shanghai.gov.cn/en-Latest-WhatsNew/20250911/88d789c9060a4a9b80693499bf0ca773.html,2025-09-11,2026-05-10,primary_fact,profile_facts_only,Qianjin gave birth to female and male twins at Shanghai Wild Animal Park on 2025-08-22.
src_xinhua_shanghai_twins_named_2025,newswire,Xinhua,上海野生动物园子二代大熊猫龙凤胎名字公布,https://www.news.cn/20251118/2ab4da009a884f5c8f8b915197afbc79/c.html,2025-11-18,2026-05-10,primary_fact,profile_facts_only,"Qianran and Qianyi names, sexes, and 2025-08-22 birth context."
src_shanghai_twins_public_debut_2026,government_media,Shanghai Municipal Government,大熊猫龙凤胎将首次亮相,https://www.shanghai.gov.cn/nw4411/20260211/5e745b24ec0543bc8192b60da39261e1.html,2026-02-11,2026-05-10,primary_fact,profile_facts_only,"Qianran and Qianyi public debut schedule, birth times, sex, and Shanghai second-generation context."
src_shanghai_qianzhen_arrival_2026,government_media,Shanghai Municipal Government,Shanghai zoo welcomes new giant panda,https://english.shanghai.gov.cn/en-Latest-WhatsNew/20260210/5ae602cffe8c489e82bb3b00a34cb984.html,2026-02-10,2026-05-10,primary_fact,profile_facts_only,Qianzhen arrived at Shanghai Wild Animal Park on 2026-02-06 from CCRCGP Sichuan.
src_chinanews_qianzhen_debut_2026,newswire,China News Service,四川大熊猫芊真首次在沪亮相,https://www.chinanews.com.cn/sh/2026/04-26/10611203.shtml,2026-04-26,2026-05-10,primary_fact,profile_facts_only,Qianzhen public debut at Shanghai Wild Animal Park and exact 2020-07-26 birth date.
src_thepaper_qiqi_return_2026,newswire,The Paper,上海野生动物园熊猫七七今日启程返回四川,https://www.thepaper.cn/newsDetail_forward_32333244,2026-01-07,2026-05-10,primary_fact,profile_facts_only,"Qi Qi sex, 2018-07-17 Shanghai birth date, and return to Sichuan on 2026-01-07."
src_gpg_shanghai_profiles,secondary_database,Giant Panda Global,Shanghai Wild Animal Park giant pandas,https://www.giantpandaglobal.com/en/zoo/shanghai-wild-animal-park,,2026-05-10,secondary_confirmation,profile_facts_only,Shanghai Wild Animal Park current and previous giant panda list; use as secondary confirmation.
src_gpg_sandiego_profiles,secondary_database,Giant Panda Global,San Diego Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/san-diego-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,"San Diego current and previous panda list with birth dates, current/deceased status, and current facilities; use for discovery and secondary confirmation."
src_sandiego_panda_cubs_individuals,official_news,San Diego Zoo Wildlife Alliance,Panda Cubs: Interesting Individuals,https://sandiegozoowildlifealliance.org/story-hub/2015/06/19/panda-cubs-interesting-individuals,2015-06-19,2026-05-10,primary_fact,profile_facts_only,San Diego Zoo keeper overview of Bai Yun's cub sequence and cub personalities.
src_sandiego_ai_procedure,official_news,San Diego Zoo Wildlife Alliance,Giant Panda Undergoes Artificial Insemination Procedure at the San Diego Zoo,https://sandiegozoowildlifealliance.org/story-hub/2015/03/11/giant-panda-undergoes-artificial-insemination-procedure-at-the-san-diego-zoo,2015-03-11,2026-05-10,primary_fact,profile_facts_only,Shi Shi retirement/death context and Hua Mei parentage context.
src_chinadaily_gaogao_death,government_media,China Daily,Male giant panda dies in Sichuan,https://global.chinadaily.com.cn/a/202511/27/WS69285549a310d6866eb2bc4d.html,2025-11-27,2026-05-10,primary_fact,profile_facts_only,"Gao Gao death date, age context, rescue year, and San Diego breeding history from CCRCGP announcement."
src_gpg_smithsonian_profiles,secondary_database,Giant Panda Global,Smithsonian's National Zoological Park giant pandas,https://www.giantpandaglobal.com/en/zoo/smithsonians-national-zoological-park,,2026-05-10,secondary_confirmation,profile_facts_only,Smithsonian current and previous panda list including Ling Ling and Hsing Hsing birth years.
src_vienna_twins_research,official_profile,Vienna Zoo,Research project: Raising panda twins,https://www.zoovienna.at/en/forschung-und-lehre/research-project-raising-panda-twins/,,2026-05-10,primary_fact,profile_facts_only,Official Vienna Zoo research page confirming Fu Feng and Fu Ban twin birth in August 2016.
src_vienna_twins_diary,official_news,Vienna Zoo,Diary of the panda twins,https://www.zoovienna.at/news/diary-panda-twins/,2017-02-07,2026-05-10,primary_fact,profile_facts_only,"Official Vienna Zoo diary confirming Fu Feng and Fu Ban names, sexes, and naming timeline."
src_chengdu_base_about,official_profile,Chengdu Research Base of Giant Panda Breeding,基地简介,https://m.panda.org.cn/cn/about/introduction/,,2026-05-10,primary_fact,profile_facts_only,Official Chengdu Panda Base institutional page; confirms base as breeding/research institution but not individual panda facts.
src_chinanews_heye_sex,government_media,China News Service,谭爷爷最新透露：大熊猫和叶是雌性,https://www.youtube.com/shorts/hAugsKQBmBk,2024-01-23,2026-05-10,secondary_confirmation,profile_facts_only,China News Service clip reports keeper statement that He Ye is female; needs Chengdu Base written profile for promotion.
src_maigoo_hehua_profile,secondary_database,Maigoo,和花熊猫介绍,https://www.maigoo.com/citiao/1099749.html,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery source for He Hua/He Ye parent names and He Hua studbook context; needs official holder/studbook confirmation.
src_pandatribe_huamei_profile,secondary_database,Pandatribe,Panda Hua Mei: A Landmark Achievement in Panda Conservation,https://pandatribe.org/panda-hua-mei-a-landmark-achievement-in-panda-conservation/,2025-03-03,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery source for Hua Mei offspring names, birth dates, lineage numbers, and reported transfers; requires official studbook/base confirmation."
src_chinadaily_huamei_8th_cub,newswire,China Daily / Xinhua,US-born panda gives birth to eighth cub,https://www.chinadaily.com.cn/china/2010-09/17/content_11319176.htm,2010-09-17,2026-05-10,primary_fact,profile_facts_only,Official-media report that Hua Mei gave birth to a male eighth cub at Wolong on 2010-09-17 at 03:00; cub was unnamed in the report.
src_chengdu_2022_cubs_debut,official_news,Chengdu Research Base of Giant Panda Breeding,迎新年 送祝福 抽大奖 大熊猫萌宝齐亮相,https://m.panda.org.cn/cn/culture/activities/2023-07-01/203.html,2022-12-30,2026-05-10,primary_fact,profile_facts_only,Official Chengdu Base article: 15 cubs bred in 2022; 13 half-year-old cubs publicly debuted with names and grouping.
src_gmw_chengdu_2022_cub_names,government_media,Guangming / China Daily,22级熊猫团子名字首次公开,https://m.gmw.cn/toutiao/2022-12/29/content_1303238191.htm,2022-12-29,2026-05-10,secondary_confirmation,profile_facts_only,China Daily/Guangming repost of Chengdu Base 2022 class names including Fu Wan and Fu Ru.
src_chengdu_furu_death_2024,official_repost,Chengdu Research Base of Giant Panda Breeding via Global Times,熊猫星球没有病痛 福茹一路走好,https://hqtime.huanqiu.com/article/4J3j4DXAVXn,2024-08-17,2026-05-10,primary_fact,profile_facts_only,Official Chengdu Base notice: Fu Ru died in the early morning of 2024-08-16 after illness.
src_ccrcgp_center_profile_2022,official_profile,China Conservation and Research Center for the Giant Panda,中心简介,https://www.forestry.gov.cn/c/dxm/jgsz/311545.jhtml,2022-01-01,2026-05-10,primary_fact,profile_facts_only,"Official center profile: CCRCGP has Wolong Shenshuping, Wolong Hetaoping, Dujiangyan, and Ya'an bases and manages national giant panda studbook work."
src_smithsonian_studbook_catalog,library_catalog,Smithsonian Libraries and Archives,The international studbook for giant panda (Ailuropoda melanoleuca),https://www.si.edu/object/siris_sil_787305,,2026-05-10,secondary_confirmation,bibliographic_locator,Library catalog record for the International Studbook for Giant Panda; useful for locating editions but not a row-level profile source.
src_ccrcgp_2025_first_cub,official_news,China Conservation and Research Center for the Giant Panda,中国大熊猫保护研究中心2025年首只大熊猫幼崽诞生,https://www.forestry.gov.cn/c/dxm/tpxw/632141.jhtml,2025-06-27,2026-05-10,primary_fact,profile_facts_only,Official CCRCGP article: Ling Lang gave birth to the center's first 2025 cub at Wolong Shenshuping Base on 2025-06-21 at 23:50 after natural mating with Ya Xing.
src_ccrcgp_2025_birthday_season,government_media,China.org.cn / Xinhua,前方高萌 卧龙神树坪基地举办大熊猫集体生日会,https://www.china.org.cn/2025-07/18/content_117984485_4.shtml,2025-07-18,2026-05-10,primary_fact,profile_facts_only,"Xinhua photo report: CCRCGP Shenshuping birthday-season event included Fu Bao, Bei Bei, Xiao Qi Ji, Xi Xi, Xing Ye, Shuixiu, and Cancan family at Wolong Shenshuping Base."
src_cctv_qizai_adoption_2019,government_media,CCTV / China News Service,全球唯一圈养棕色大熊猫七仔被认养,https://news.cctv.com/2019/11/20/ARTIA2ImAsnvmPgMb0REJ6xN191120.shtml,2019-11-20,2026-05-10,primary_fact,profile_facts_only,"Qizai is male, born in 2009, rescued from Foping on 2009-11-01, and living at Qinling giant panda breeding/research center."
src_forestry_qinling_qizai_2025,government_media,National Forestry and Grassland Administration,绿水青山的中国 秦岭大熊猫在线营业 快来围观,https://www.forestry.gov.cn/c/www/dfdt/639017.jhtml,2025-08-21,2026-05-10,primary_fact,profile_facts_only,National Forestry repost places Qizai at Qinling Giant Panda Base / Sibao Science Park in 2025.
src_chinanews_lousheng_birthday_2023,government_media,China News Service,秦岭大熊猫研究中心首只人工繁育大熊猫楼生迎来20岁生日,https://www.chinanews.com.cn/sh/2023/08-02/10054317.shtml,2023-08-02,2026-05-10,primary_fact,profile_facts_only,"Lou Sheng birth date, parents Xue Xue/Ping Ping, reproductive history, and Qinling center institutional context."
src_chinaeco_qinqin_2023,government_media,Shaanxi Daily / China.com.cn Eco China,秦岭大熊猫研究中心 动物界的120和119,https://stzg.china.com.cn/2023-08/06/content_42473186.htm,2023-08-06,2026-05-10,primary_fact,profile_facts_only,Qin Qin 10th birthday on 2023-07-18 and role as Shaanxi's first fully artificially raised giant panda; mentions 2020 and 2022 twins.
src_gpg_hangzhou_profiles,secondary_database,Giant Panda Global,Hangzhou Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/hangzhou-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery index for current and previous Hangzhou Zoo giant pandas, including historic/deceased rows."
src_gpg_linyi_profiles,secondary_database,Giant Panda Global,Linyi Zoological Botanical Garden giant pandas,https://www.giantpandaglobal.com/en/zoo/linyi-zoological-botanical-garden,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Linyi Zoological Botanical Garden giant pandas.
src_gpg_tianjin_profiles,secondary_database,Giant Panda Global,Tianjin Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/tianjin-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Tianjin Zoo giant pandas.
src_gpg_guangzhou_profiles,secondary_database,Giant Panda Global,Guangzhou Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/guangzhou-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery index for current and previous Guangzhou Zoo giant pandas, including historic/deceased rows."
src_gpg_yangzhou_profiles,secondary_database,Giant Panda Global,Yangzhou Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/yangzhou-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for previous Yangzhou Zoo giant pandas.
src_gpg_jinan_profiles,secondary_database,Giant Panda Global,Jinan Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/jinan-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Jinan Zoo giant pandas.
src_gpg_nanning_profiles,secondary_database,Giant Panda Global,Nanning Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/nanning-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current Nanning Zoo giant pandas.
src_gpg_chongqing_profiles,secondary_database,Giant Panda Global,Chongqing Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/chongqing-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery index for current and previous Chongqing Zoo giant pandas, including many historical/deceased rows."
src_gpg_wuhan_profiles,secondary_database,Giant Panda Global,Wuhan Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/wuhan-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Wuhan Zoo giant pandas.
src_gpg_dalian_profiles,secondary_database,Giant Panda Global,Dalian Forest Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/dalian-forest-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Dalian Forest Zoo giant pandas.
src_gpg_fuzhou_profiles,secondary_database,Giant Panda Global,Fuzhou Panda World giant pandas,https://www.giantpandaglobal.com/en/zoo/fuzhou-panda-world,,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery index for current and previous Fuzhou Panda World giant pandas, including historical/deceased rows."
src_gpg_chimelong_profiles,secondary_database,Giant Panda Global,Chimelong Safari Park giant pandas,https://www.giantpandaglobal.com/en/zoo/chimelong-safari-park,,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery index for current and previous Chimelong Safari Park giant pandas, including the surviving triplets and historical/deceased rows."
src_gpg_changsha_profiles,secondary_database,Giant Panda Global,Changsha Ecological Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/changsha-ecological-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Changsha Ecological Zoo giant pandas.
src_gpg_shenzhen_profiles,secondary_database,Giant Panda Global,Shenzhen Safari Park giant pandas,https://www.giantpandaglobal.com/en/zoo/shenzhen-safari-park,,2026-05-10,secondary_confirmation,profile_facts_only,"Discovery index for current and previous Shenzhen Safari Park giant pandas, including historical/deceased rows."
src_gpg_yunnan_profiles,secondary_database,Giant Panda Global,Yunnan Wild Animal Park giant pandas,https://www.giantpandaglobal.com/en/zoo/yunnan-wild-animal-park,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Yunnan Wild Animal Park giant pandas.
src_gpg_ningbo_profiles,secondary_database,Giant Panda Global,Ningbo Wildlife Park giant pandas,https://www.giantpandaglobal.com/en/zoo/ningbo-wildlife-park,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Ningbo Wildlife Park giant pandas.
src_gpg_wild_world_jinan_profiles,secondary_database,Giant Panda Global,Wild World Jinan giant pandas,https://www.giantpandaglobal.com/en/zoo/wild-world-jinan,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for Wild World Jinan current giant pandas.
src_gpg_tianjin_fude_profiles,secondary_database,Giant Panda Global,Guanghe Valley Tourist Resort giant pandas,https://www.giantpandaglobal.com/en/zoo/tianjin-fude-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for Guanghe Valley Tourist Resort / Tianjin Fude Zoo current giant pandas.
src_gpg_ziqing_lake_profiles,secondary_database,Giant Panda Global,Ziqing Lake Safari Park giant pandas,https://www.giantpandaglobal.com/en/zoo/ziqing-lake-safari-park,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Ziqing Lake Safari Park giant pandas.
src_gpg_langzhong_profiles,secondary_database,Giant Panda Global,Langzhong Panda Paradise giant pandas,https://www.giantpandaglobal.com/en/zoo/langzhong-panda-paradise,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Langzhong Panda Paradise giant pandas.
src_gpg_jilin_tiger_profiles,secondary_database,Giant Panda Global,Jilin Provincial Siberian Tiger Park giant pandas,https://www.giantpandaglobal.com/en/zoo/jilin-provincial-siberian-tiger-park,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for current and previous Jilin Provincial Siberian Tiger Park giant pandas.
src_gpg_qingdao_profiles,secondary_database,Giant Panda Global,Qingdao Zoo giant pandas,https://www.giantpandaglobal.com/en/zoo/qingdao-zoo,,2026-05-10,secondary_confirmation,profile_facts_only,Discovery index for previous Qingdao Zoo giant pandas.
